;OznKoord;NazKlase;Bio_1;Bio_2;Bio_3;Bio_4;Bio_5;Bio_6;Bio_7;Bio_8;Bio_9;Bio_10;Bio_11;Bio_12;Bio_13;Bio_14;Bio_15;Bio_16;Bio_17;Bio_18;Bio_19;EKSPOZICIJ;NDM__M_;NAGIB_TERE
14503;XY.116286;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14504;XY.116286;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14505;XY.116288;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14506;XY.116291;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14507;XY.116292;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14508;XY.116304;Fagus sylvatica L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
14509;XY.116305;Fagus sylvatica L.;8,4;9,2;30;73,27;24,2;-5,7;29,9;17,6;0,1;17,6;-1,3;993;114;50;25;328;160;328;176;170;501;5
14510;XY.116308;Fagus sylvatica L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;170;501;5
14511;XY.116328;Fagus sylvatica L.;7,5;9;30;72,28;23,1;-6,3;29,4;16,6;-0,7;16,6;-2,1;1033;119;53;24;340;169;340;185;125;782;8
14512;XY.116329;Fagus sylvatica L.;7,5;9;30;72,28;23,1;-6,3;29,4;16,6;-0,7;16,6;-2,1;1033;119;53;24;340;169;340;185;125;782;8
14513;XY.116331;Fagus sylvatica L.;7,3;8,9;30;72,11;22,8;-6,5;29,3;16,3;-0,9;16,3;-2,3;1041;121;54;25;344;170;344;187;125;782;8
14514;XY.116336;Fagus sylvatica L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
14515;XY.116341;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;182;529;7
14516;XY.116346;Fagus sylvatica L.;10;9,5;31;74,41;25,9;-4,5;30,4;19,3;1,6;19,3;0,1;928;104;46;25;302;149;302;164;72;188;1
14517;XY.116347;Fagus sylvatica L.;10;9,5;31;74,68;26;-4,4;30,4;19,4;1,6;19,4;0,1;925;104;46;24;300;148;300;164;79;225;0
14518;XY.116350;Fagus sylvatica L.;10;9,5;31;74,47;26;-4,4;30,4;19,3;1,6;19,3;0,1;927;104;46;25;302;148;302;164;52;211;0
14519;XY.116351;Fagus sylvatica L.;10;9,5;31;74,47;26;-4,4;30,4;19,3;1,6;19,3;0,1;927;104;46;25;302;148;302;164;52;211;0
14520;XY.116353;Fagus sylvatica L.;10;9,5;31;74,47;26;-4,4;30,4;19,3;1,6;19,3;0,1;927;104;46;25;302;148;302;164;52;211;0
14521;XY.116368;Fagus sylvatica L.;10;9,5;31;74,28;25,9;-4,4;30,3;19,3;1,6;19,3;0,1;931;104;46;25;302;149;302;164;178;234;0
14522;XY.116378;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14523;XY.116379;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14524;XY.116381;Fagus sylvatica L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
14525;XY.116383;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14526;XY.116323;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14527;XY.116334;Quercus petraea (Mattuschka) Liebl.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
14528;XY.116344;Quercus petraea (Mattuschka) Liebl.;10;9,5;31;74,41;25,9;-4,5;30,4;19,3;1,6;19,3;0,1;928;104;46;25;302;149;302;164;72;188;1
14529;XY.116358;Quercus petraea (Mattuschka) Liebl.;10;9,5;31;74,41;25,9;-4,5;30,4;19,3;1,6;19,3;0,1;928;104;46;25;302;149;302;164;52;211;0
14530;XY.116360;Quercus petraea (Mattuschka) Liebl.;10;9,5;31;74,47;26;-4,4;30,4;19,3;1,6;19,3;0,1;927;104;46;25;302;148;302;164;52;211;0
14531;XY.116370;Quercus petraea (Mattuschka) Liebl.;10;9,5;31;74,68;26;-4,4;30,4;19,4;1,6;19,4;0,1;925;104;46;24;300;148;300;164;79;225;0
14532;XY.116384;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14533;XY.116385;Quercus petraea (Mattuschka) Liebl.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
14534;XY.116388;Quercus petraea (Mattuschka) Liebl.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
14535;XY.116389;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14536;XY.116394;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14537;XY.116395;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14538;XY.116405;Quercus petraea (Mattuschka) Liebl.;8,4;9,2;30;73,27;24,2;-5,7;29,9;17,6;0,1;17,6;-1,3;993;114;50;25;328;160;328;176;170;501;5
14539;XY.116409;Quercus petraea (Mattuschka) Liebl.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
14540;XY.116409;Quercus petraea (Mattuschka) Liebl.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
14541;XY.116410;Quercus petraea (Mattuschka) Liebl.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
14542;XY.116411;Quercus petraea (Mattuschka) Liebl.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
14543;XY.116421;Quercus petraea (Mattuschka) Liebl.;9,7;9,4;31;74,26;25,6;-4,7;30,3;18,9;1,3;18,9;-0,2;937;106;46;25;307;149;307;164;140;279;5
14544;XY.118554;Fraxinus ornus L.;16,1;8,5;32;61,94;30,6;4,6;26;9,7;24,2;24,2;8,4;1139;158;35;41;441;136;136;395;43;82;9
14545;XY.118578;Fraxinus ornus L.;14,5;7;28;61,88;27,7;3,3;24,4;15,5;20,4;22,5;6,7;917;114;53;22;299;176;185;231;313;41;0
14546;XY.118632;Quercus petraea (Mattuschka) Liebl.;9,8;9,1;30;74,49;26;-4,1;30,1;19,2;1,4;19,2;-9999;1007;109;53;21;304;172;304;193;174;321;4
14547;XY.118633;Quercus petraea (Mattuschka) Liebl.;9,6;9,1;30;73,74;25,7;-4,2;29,9;18,9;1,2;18,9;-0,1;1039;111;56;20;308;181;308;203;206;316;3
14548;XY.124874;Quercus petraea (Mattuschka) Liebl.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
14549;XY.124886;Quercus petraea (Mattuschka) Liebl.;10,6;9,3;32;68,64;26,2;-2,4;28,6;6,5;5,9;19,2;1,5;1195;140;79;20;398;253;258;300;274;407;1
14550;XY.124898;Quercus petraea (Mattuschka) Liebl.;10,6;9,3;32;68,64;26,2;-2,4;28,6;6,5;5,9;19,2;1,5;1195;140;79;20;398;253;258;300;274;407;1
14551;XY.124914;Quercus petraea (Mattuschka) Liebl.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1176;136;79;20;387;246;259;291;212;267;0
14552;XY.124924;Quercus petraea (Mattuschka) Liebl.;10,6;9,3;32;68,64;26,2;-2,4;28,6;6,5;5,9;19,2;1,5;1195;140;79;20;398;253;258;300;288;364;0
14553;XY.124964;Quercus petraea (Mattuschka) Liebl.;10,5;9,2;32;68,65;26,1;-2,5;28,6;6,5;5,9;19,2;1,5;1194;140;78;21;398;253;257;300;246;311;0
14554;XY.124965;Quercus petraea (Mattuschka) Liebl.;10,5;9,2;32;68,65;26,1;-2,5;28,6;6,5;5,9;19,2;1,5;1194;140;78;21;398;253;257;300;246;311;0
14555;XY.124967;Quercus petraea (Mattuschka) Liebl.;10,5;9,2;32;68,65;26,1;-2,5;28,6;6,5;5,9;19,2;1,5;1194;140;78;21;398;253;257;300;246;311;0
14556;XY.125009;Quercus petraea (Mattuschka) Liebl.;10,6;9,3;32;69,12;26,3;-2,5;28,8;6,5;6;19,3;1,5;1179;136;80;20;387;247;262;290;300;306;1
14557;XY.125042;Quercus petraea (Mattuschka) Liebl.;10,5;9,2;32;68,65;26,1;-2,5;28,6;6,5;5,9;19,2;1,5;1194;140;78;21;398;253;257;300;236;385;1
14558;XY.125064;Quercus petraea (Mattuschka) Liebl.;10;9,1;31;68,55;25,6;-2,9;28,5;6;5,3;18,6;1;1214;141;81;20;402;259;265;304;236;385;1
14559;XY.125073;Fraxinus ornus L.;10,6;9,3;32;68,9;26,2;-2,5;28,7;6,5;5,9;19,3;1,5;1183;137;80;20;389;248;262;293;300;306;1
14560;XY.125074;Quercus petraea (Mattuschka) Liebl.;10,6;9,3;32;69,12;26,3;-2,5;28,8;6,5;6;19,3;1,5;1179;136;80;20;387;247;262;290;352;285;0
14561;XY.125093;Quercus petraea (Mattuschka) Liebl.;10,6;9,3;32;68,9;26,2;-2,5;28,7;6,5;5,9;19,3;1,5;1183;137;80;20;389;248;262;293;300;306;1
14562;XY.125094;Fraxinus ornus L.;10,6;9,3;32;69,12;26,3;-2,5;28,8;6,5;6;19,3;1,5;1179;136;80;20;387;247;262;290;300;306;1
14563;XY.125158;Fraxinus ornus L.;10,6;9,3;32;68,94;26,4;-2,5;28,9;6,6;6;19,3;1,6;1173;136;79;20;387;247;259;291;254;260;1
14564;XY.125158;Quercus petraea (Mattuschka) Liebl.;10,6;9,3;32;68,94;26,4;-2,5;28,9;6,6;6;19,3;1,6;1173;136;79;20;387;247;259;291;254;260;1
14565;XY.125168;Quercus petraea (Mattuschka) Liebl.;10,8;9,1;31;70,36;26,6;-2,4;29;6,7;2,7;19,7;1,6;1188;131;77;18;375;238;286;275;138;235;2
14566;XY.125176;Quercus petraea (Mattuschka) Liebl.;10,7;9,1;31;70,42;26,5;-2,6;29,1;6,6;2,6;19,6;1,5;1191;131;77;18;375;238;288;275;118;254;4
14567;XY.125177;Quercus petraea (Mattuschka) Liebl.;10,7;9,1;31;70,42;26,5;-2,6;29,1;6,6;2,6;19,6;1,5;1191;131;77;18;375;238;288;275;118;254;4
14568;XY.125195;Quercus petraea (Mattuschka) Liebl.;11,3;9,3;32;69,96;27;-2;29;7,1;6,5;20,1;2,1;1166;129;75;19;370;232;279;270;138;235;2
14569;XY.125205;Quercus petraea (Mattuschka) Liebl.;11,3;9,3;32;69,96;27;-2;29;7,1;6,5;20,1;2,1;1166;129;75;19;370;232;279;270;138;235;2
14570;XY.116255;Quercus petraea (Mattuschka) Liebl.;9,9;9,3;30;74,53;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;957;107;48;23;304;156;304;174;266;322;2
14571;XY.116262;Quercus petraea (Mattuschka) Liebl.;8,4;9,2;30;73,27;24,2;-5,7;29,9;17,6;0,1;17,6;-1,3;993;114;50;25;328;160;328;176;170;501;5
14572;XY.116273;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14573;XY.116274;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14574;XY.116281;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14575;XY.116282;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14576;XY.116293;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14577;XY.116294;Fraxinus ornus L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14578;XY.116294;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14579;XY.116297;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14580;XY.116298;Quercus petraea (Mattuschka) Liebl.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
14581;XY.116300;Quercus petraea (Mattuschka) Liebl.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
14582;XY.116313;Quercus petraea (Mattuschka) Liebl.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;170;501;5
14583;XY.116327;Quercus petraea (Mattuschka) Liebl.;7,5;9;30;72,28;23,1;-6,3;29,4;16,6;-0,7;16,6;-2,1;1033;119;53;24;340;169;340;185;155;552;9
14584;XY.116343;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;182;529;7
14585;XY.116343;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;182;529;7
14586;XY.116356;Quercus petraea (Mattuschka) Liebl.;10;9,5;31;74,41;25,9;-4,5;30,4;19,3;1,6;19,3;0,1;928;104;46;25;302;149;302;164;72;188;1
14587;XY.116377;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;184;345;4
14588;XY.116386;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14589;XY.116401;Quercus petraea (Mattuschka) Liebl.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,2;-0,2;17,2;-1,6;1015;116;51;25;334;164;334;180;181;462;9
14590;XY.116403;Quercus petraea (Mattuschka) Liebl.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;182;529;7
14591;XY.116404;Quercus petraea (Mattuschka) Liebl.;8,4;9,2;30;73,27;24,2;-5,7;29,9;17,6;0,1;17,6;-1,3;993;114;50;25;328;160;328;176;170;501;5
14592;XY.116407;Quercus petraea (Mattuschka) Liebl.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;170;501;5
14593;XY.116408;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14594;XY.116412;Quercus petraea (Mattuschka) Liebl.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14595;XY.116416;Quercus petraea (Mattuschka) Liebl.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;182;529;7
14596;XY.116419;Quercus petraea (Mattuschka) Liebl.;9,7;9,4;31;74,26;25,6;-4,7;30,3;18,9;1,3;18,9;-0,2;937;106;46;25;307;149;307;164;140;279;5
14597;XY.116420;Quercus petraea (Mattuschka) Liebl.;9,7;9,4;31;74,26;25,6;-4,7;30,3;18,9;1,3;18,9;-0,2;937;106;46;25;307;149;307;164;140;279;5
14598;XY.118389;Fraxinus ornus L.;14,1;8;31;61,72;28,3;2,9;25,4;7,8;22,2;22,2;6,6;1141;156;40;38;432;150;150;385;217;358;6
14599;XY.118666;Fraxinus ornus L.;14,8;9,8;35;61,97;29,8;2,3;27,5;11,7;22,9;22,9;7,2;880;122;41;34;336;138;138;253;309;-3;0
14600;XY.125372;Quercus petraea (Mattuschka) Liebl.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1181;137;80;20;389;247;261;291;248;354;0
14601;XY.125393;Fraxinus ornus L.;10,6;9,3;32;69,12;26,3;-2,5;28,8;6,5;6;19,3;1,5;1179;136;80;20;387;247;262;290;300;306;1
14602;XY.125397;Quercus petraea (Mattuschka) Liebl.;9,7;9;31;68,62;25,2;-3,2;28,4;5,7;17,8;18,3;0,6;1230;143;81;20;408;264;266;310;325;443;1
14603;XY.125451;Quercus petraea (Mattuschka) Liebl.;10,6;9,3;32;68,64;26,2;-2,4;28,6;6,5;5,9;19,2;1,5;1195;140;79;20;398;253;258;300;274;407;1
14604;XY.116392;Fagus sylvatica L.;9;9,3;30;73,38;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;974;111;48;25;320;156;320;171;181;462;9
14605;XY.116400;Fagus sylvatica L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
14606;XY.116414;Fagus sylvatica L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
14607;XY.118607;Ambrosia artemisiifolia L.;10,9;9,3;31;73,3;27;-3;30;11,4;2,6;20,1;1,3;1042;107;59;18;307;189;288;215;156;173;1
14608;XY.118626;Fagus sylvatica L.;11;8,1;30;66,25;25,8;-1,1;26,9;7,4;5,9;19,5;2,6;1380;158;93;20;452;286;302;339;8;418;1
14609;XY.118628;Fagus sylvatica L.;11,2;8,1;30;65,93;26;-0,8;26,8;7,6;6,3;19,7;2,8;1378;158;92;21;453;285;300;339;8;418;1
14610;XY.118638;Fagus sylvatica L.;6,7;8,8;30;71,29;22,1;-6,8;28,9;15,7;-1,4;15,7;-2,7;1069;124;56;24;351;177;351;194;311;849;3
14611;XY.118659;Fagus sylvatica L.;9,2;8,2;30;67,19;24,2;-2,9;27,1;5,6;17,8;17,8;0,5;1346;160;82;23;462;268;268;352;324;714;3
14612;XY.118668;Ambrosia artemisiifolia L.;11;9,8;32;72,83;27,1;-3,1;30,2;18,5;3;20,1;1,3;792;99;43;24;256;136;255;157;55;116;0
14613;XY.125432;Fagus sylvatica L.;10,2;9,2;31;69,22;25,9;-2,9;28,8;6,1;5,6;18,9;1,1;1191;137;81;19;390;251;265;295;178;299;0
14614;XY.125442;Fagus sylvatica L.;10,5;9,3;32;69,11;26,1;-2,6;28,7;6,4;5,8;19,2;1,4;1175;136;80;19;385;247;261;290;57;326;1
14615;XY.125826;Fagus sylvatica L.;9,9;9,1;31;68,72;25,4;-3,1;28,5;5,8;5,2;18,5;0,8;1221;142;81;20;405;262;265;307;27;336;4
14616;XY.125836;Fagus sylvatica L.;9,5;7,1;28;64,07;23,4;-1,8;25,2;10,4;2,1;17,8;1,5;1307;144;86;17;407;265;312;293;122;646;3
14617;XY.125837;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
14618;XY.125841;Fagus sylvatica L.;10,1;7,1;28;63,9;24;-1,2;25,2;10,9;2,7;18,4;2,1;1306;144;87;17;408;268;307;298;168;634;1
14619;XY.125847;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
14620;XY.125858;Fagus sylvatica L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;122;646;3
14621;XY.125861;Fagus sylvatica L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;122;646;3
14622;XY.125864;Fagus sylvatica L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
14623;XY.125872;Fagus sylvatica L.;9,4;7;28;63,6;23,1;-1,9;25;10,3;1,9;17,6;1,4;1304;144;86;17;406;265;310;293;81;921;5
14624;XY.125875;Fagus sylvatica L.;10,3;7,2;28;63,85;24,2;-1;25,2;11,1;2,9;18,6;2,3;1310;146;87;17;412;269;304;301;167;717;0
14625;XY.127420;Fagus sylvatica L.;9,8;7,1;28;63,91;23,7;-1,4;25,1;10,6;2,4;18,1;1,9;1312;146;88;17;411;271;306;301;16;912;11
14626;XY.127430;Fagus sylvatica L.;9,5;7,1;28;63,75;23,3;-1,8;25,1;10,4;2,1;17,8;1,5;1308;145;87;17;409;267;308;296;6;878;8
14627;XY.127437;Fagus sylvatica L.;9,2;7,1;28;63,7;23;-2;25;10,1;1,8;17,4;1,2;1309;145;87;17;408;267;310;295;11;967;7
14628;XY.127442;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;52;847;9
14629;XY.127443;Fagus sylvatica L.;10,1;7,1;28;63,75;24;-1,1;25,1;11;2,7;18,4;2,2;1305;145;87;17;409;269;303;300;9;663;6
14630;XY.127454;Fagus sylvatica L.;9,3;7,2;28;64,11;23,3;-2;25,3;10,2;1,9;17,7;1,3;1320;146;88;17;412;269;312;299;223;759;4
14631;XY.127455;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
14632;XY.127459;Fagus sylvatica L.;9,2;7,1;28;63,7;23;-2;25;10,1;1,8;17,4;1,2;1309;145;87;17;408;267;310;295;23;760;9
14633;XY.127463;Fagus sylvatica L.;9,8;7,1;28;63,91;23,7;-1,4;25,1;10,6;2,4;18,1;1,9;1312;146;88;17;411;271;306;301;16;912;11
14634;XY.127472;Fagus sylvatica L.;9,9;7,2;28;63,91;23,8;-1,3;25,1;10,8;2,5;18,2;2;1316;146;88;17;412;270;308;301;238;680;0
14635;XY.127488;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;52;847;9
14636;XY.127494;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
14637;XY.127495;Fagus sylvatica L.;10,4;7,1;28;63,67;24,3;-0,8;25,1;11,3;3;18,7;2,5;1303;145;87;17;410;269;301;300;357;630;1
14638;XY.127496;Fagus sylvatica L.;9,9;7,2;28;63,91;23,8;-1,3;25,1;10,8;2,5;18,2;2;1316;146;88;17;412;270;308;301;238;680;0
14639;XY.127499;Fagus sylvatica L.;10,1;7,1;28;63,75;24;-1,1;25,1;11;2,7;18,4;2,2;1305;145;87;17;409;269;303;300;46;690;7
14640;XY.127519;Fagus sylvatica L.;9,8;7,1;28;63,91;23,7;-1,4;25,1;10,6;2,4;18,1;1,9;1312;146;88;17;411;271;306;301;11;967;7
14641;XY.127530;Fagus sylvatica L.;9,7;7,1;28;63,82;23,6;-1,6;25,2;10,6;2,3;18;1,7;1309;145;87;17;409;268;307;298;23;760;9
14642;XY.127531;Fagus sylvatica L.;10,1;7,1;28;63,75;24;-1,1;25,1;11;2,7;18,4;2,2;1305;145;87;17;409;269;303;300;9;663;6
14643;XY.127542;Fagus sylvatica L.;8,9;7,2;28;63,98;22,9;-2,4;25,3;9,8;1,5;17,2;0,9;1322;145;87;16;410;267;318;295;190;845;2
14644;XY.127544;Fagus sylvatica L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;52;581;1
14645;XY.127545;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;52;847;9
14646;XY.125463;Quercus petraea (Mattuschka) Liebl.;10;9,1;31;68,55;25,6;-2,9;28,5;6;5,3;18,6;1;1214;141;81;20;402;259;265;304;53;339;0
14647;XY.125474;Fraxinus ornus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1181;137;80;20;389;247;261;291;248;354;0
14648;XY.125475;Fraxinus ornus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1181;137;80;20;389;247;261;291;248;354;0
14649;XY.125475;Quercus petraea (Mattuschka) Liebl.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1181;137;80;20;389;247;261;291;248;354;0
14650;XY.125479;Fraxinus ornus L.;10,6;9,3;32;68,9;26,2;-2,5;28,7;6,5;5,9;19,3;1,5;1183;137;80;20;389;248;262;293;300;306;1
14651;XY.125480;Fraxinus ornus L.;10,6;9,3;32;68,9;26,2;-2,5;28,7;6,5;5,9;19,3;1,5;1183;137;80;20;389;248;262;293;300;306;1
14652;XY.125481;Fraxinus ornus L.;10,6;9,3;32;68,9;26,2;-2,5;28,7;6,5;5,9;19,3;1,5;1183;137;80;20;389;248;262;293;300;306;1
14653;XY.125483;Fraxinus ornus L.;10,6;9,3;32;68,9;26,2;-2,5;28,7;6,5;5,9;19,3;1,5;1183;137;80;20;389;248;262;293;300;306;1
14654;XY.125486;Fraxinus ornus L.;10,8;9,3;32;68,87;26,4;-2,3;28,7;6,7;6,1;19,5;1,7;1174;137;78;20;389;247;256;293;202;273;1
14655;XY.125486;Quercus petraea (Mattuschka) Liebl.;10,8;9,3;32;68,87;26,4;-2,3;28,7;6,7;6,1;19,5;1,7;1174;137;78;20;389;247;256;293;202;273;1
